Year,State,Divorce_Rate,Marriage_Rate
2011,Mississippi,0.04,0.049
2011,Missouri,0.039,0.066
2011,Montana,0.04,0.078
2011,Nebraska,0.035,0.066
2011,Nevada,0.055999999999999994,0.369
2011,New Hampshire,0.038,0.071
2011,New Jersey,0.028999999999999998,0.048
2011,New Mexico,0.033,0.08
2011,New York,0.028999999999999998,0.069
2011,North Carolina,0.037000000000000005,0.067
2011,North Dakota,0.027000000000000003,0.067
2011,Ohio,0.034,0.059000000000000004
2011,Oklahoma,0.052000000000000005,0.069
2011,Oregon,0.038,0.066
2011,Pennsylvania,0.027999999999999997,0.053
2011,Rhode Island,0.032,0.06
2011,South Carolina,0.032,0.07200000000000001
2011,South Dakota,0.033,0.075
2011,Tennessee,0.043,0.09
2011,Texas,0.032,0.071
2011,Utah,0.037000000000000005,0.086
2011,Vermont,0.036000000000000004,0.083
2011,Virginia,0.038,0.068
2011,Washington,0.040999999999999995,0.061
2011,West Virginia,0.052000000000000005,0.07200000000000001
2011,Wisconsin,0.028999999999999998,0.053
2011,Wyoming,0.048,0.078
